age,income,credit_score,loan_amount,debt_ratio,gender,employment_years,default
49,88783,654,25411,0.2,Female,24,0
25,33651,585,25016,0.31,Female,15,0
62,93622,676,25515,0.61,Male,7,0
27,58409,789,30171,0.56,Male,11,0
62,62522,768,26815,0.87,Male,4,0
56,40231,699,23337,0.24,Female,23,0
61,33378,684,14923,0.43,Female,22,0
47,26042,704,22426,0.93,Male,19,0
66,75462,621,11632,0.82,Female,2,0
22,58758,692,23689,0.64,Male,0,0
45,66911,572,22554,0.79,Female,13,0
29,76996,552,8547,0.5,Female,29,0
47,58563,662,16246,0.92,Female,18,0
21,85341,798,14068,0.64,Male,23,0
43,47618,763,25622,0.73,Female,24,0
30,53735,737,17647,0.69,Female,15,0
62,46457,680,8615,0.71,Male,8,1
45,72532,757,23566,0.68,Male,4,1
23,76703,654,21653,0.17,Male,3,0
26,53206,620,20996,0.64,Female,5,0
26,39102,651,11180,0.81,Female,11,0
22,78459,599,24701,0.1,Male,13,0
38,46788,793,19095,0.9,Female,22,1
43,53957,707,18615,0.96,Male,13,0
22,43901,636,9936,0.22,Female,5,0
32,64311,676,10225,0.58,Female,4,0
42,48450,674,52795,0.2,Female,28,0
57,70521,751,10774,0.35,Male,1,0
40,51603,791,3142,0.66,Male,2,0
59,68067,734,16916,0.37,Female,8,0
44,46129,717,18476,0.43,Male,6,1
68,78393,695,12664,0.77,Male,25,0
40,52501,685,13425,0.62,Female,11,0
21,61351,684,19049,0.57,Female,17,0
21,42181,685,22915,0.39,Male,27,0
37,59758,670,8799,0.73,Male,12,0
21,42738,657,16834,0.48,Female,0,1
65,59341,626,19986,0.91,Female,0,0
50,45577,668,18088,0.64,Female,0,0
61,57669,614,14506,0.58,Female,29,0
67,66988,651,11799,0.82,Female,21,0
23,39414,674,33838,0.54,Male,20,0
66,59347,693,1304,0.35,Male,6,0
31,66124,692,28202,0.24,Male,27,0
44,66061,704,10859,0.61,Male,20,0
42,88775,700,21922,0.48,Male,8,1
64,48832,769,20625,0.46,Female,0,0
65,59957,762,11684,0.41,Female,14,0
46,86215,660,18461,0.7,Female,24,0
33,39401,725,16822,0.57,Female,11,0
21,25536,671,20221,0.58,Male,3,0
44,68033,596,30255,0.38,Male,9,0
30,75648,713,31383,0.65,Male,22,1
55,28349,653,13861,0.46,Female,17,0
44,55202,646,22766,0.79,Male,18,0
48,44730,650,28149,0.58,Female,19,0
56,64645,642,16535,0.36,Female,4,0
36,59492,771,24796,0.23,Male,27,0
60,79634,619,39041,0.73,Female,1,1
36,39827,672,10878,0.43,Male,6,0
37,65790,595,23829,0.16,Male,5,0
35,69324,643,11937,0.92,Female,15,0
36,60755,614,14999,0.45,Female,14,0
35,29896,705,16194,0.77,Female,8,0
54,66233,603,23542,0.51,Male,6,0
31,49040,751,36209,0.9,Male,9,0
21,33850,614,15223,0.13,Male,25,0
35,65538,628,28069,0.33,Male,29,0
46,71508,713,12785,0.59,Female,1,0
24,50769,773,16484,0.39,Female,2,0
63,72507,658,30502,0.77,Female,18,0
25,72658,709,27654,0.72,Male,23,0
55,59738,627,16705,0.12,Male,23,0
33,68945,654,15155,0.64,Male,2,0
30,74645,674,23748,0.85,Female,7,1
31,67875,638,14767,0.38,Female,4,0
38,25695,737,16160,0.23,Male,26,0
54,22194,720,16788,0.76,Female,28,1
59,75990,653,18573,0.91,Male,19,1
61,49673,557,15333,0.69,Male,11,0
62,52560,643,6922,0.86,Female,10,1
43,88349,742,32416,1.0,Male,3,0
27,48994,673,26567,0.55,Male,3,0
59,57923,731,19301,0.94,Female,0,0
23,60187,762,14091,0.41,Female,26,0
32,56805,710,29623,0.77,Male,6,0
27,80161,736,23740,0.91,Male,26,1
69,54380,651,14810,0.57,Female,25,0
46,70790,738,24059,0.66,Female,25,0
53,61053,669,20645,0.97,Male,19,1
57,74503,641,21074,0.33,Male,1,1
68,39420,785,26895,0.42,Female,0,0
35,26196,678,24008,0.8,Male,18,0
22,60446,644,26831,0.41,Male,16,0
61,47288,701,34662,0.55,Female,10,1
27,81973,625,24668,0.15,Male,4,1
52,58754,617,38811,0.61,Female,5,0
24,63296,669,29554,0.66,Female,26,0
40,55389,607,18034,0.17,Male,21,0
56,50229,656,7888,0.32,Female,5,0
52,60862,614,29633,0.49,Female,22,0
48,75220,729,9665,0.8,Female,16,0
33,55311,764,21242,0.12,Male,19,0
21,54257,610,25779,0.4,Female,9,0
55,72072,786,11417,0.1,Male,9,0
68,34730,718,14961,0.57,Female,8,0
50,77827,692,11487,0.55,Female,25,0
56,47904,603,36517,0.78,Female,27,1
45,74168,597,25875,0.1,Female,17,0
36,64407,678,14211,0.78,Female,12,0
39,28740,671,7678,0.9,Male,7,0
21,60178,665,13026,0.39,Male,10,0
25,79714,682,14974,0.4,Female,6,0
42,55446,644,15560,0.1,Female,6,0
44,56823,668,26335,0.49,Male,28,0
63,48488,679,8713,0.65,Female,2,1
65,77932,808,28698,0.21,Female,15,0
57,53056,566,5547,0.69,Male,12,0
56,86872,698,19400,0.43,Female,17,0
56,77330,684,14430,0.71,Male,17,0
24,79979,681,27956,0.33,Female,11,1
56,61202,698,31523,0.8,Male,12,0
38,52705,779,26470,0.59,Male,2,0
36,67176,697,23540,0.58,Male,29,1
61,83279,605,17850,0.54,Male,2,1
38,86598,697,30730,0.86,Female,25,0
42,32142,672,11994,0.6,Female,1,0
22,100571,649,23577,0.24,Male,6,0
41,63782,689,28676,0.66,Female,1,1
56,71686,674,27329,0.56,Female,5,1
64,46570,668,24230,0.16,Female,12,0
59,45537,674,24012,0.62,Female,10,0
67,38417,621,27137,0.17,Male,4,0
59,85554,715,18937,0.75,Female,6,0
49,49678,673,31413,0.69,Female,10,0
46,58621,693,36455,0.54,Female,26,0
41,55479,636,5211,0.77,Female,6,0
37,44687,624,16848,0.35,Female,7,0
36,57015,661,11074,0.5,Male,3,1
51,61318,678,14779,0.11,Female,9,0
29,78731,659,20990,0.99,Female,28,0
51,44113,684,23768,0.15,Female,20,0
34,51247,572,18678,0.19,Female,25,0
69,68251,780,25085,0.55,Male,28,1
57,60680,641,14106,0.44,Female,19,0
22,60957,622,16761,0.58,Female,28,1
68,45433,737,25167,0.85,Male,14,0
66,71676,621,17354,0.24,Female,22,0
34,81204,690,9687,0.68,Male,14,0
53,79817,621,37853,0.12,Female,18,1
55,57095,664,27505,0.81,Female,9,0
59,21255,665,21304,0.83,Male,1,0
67,63505,642,27138,0.44,Male,15,0
40,61504,723,23338,0.26,Male,19,0
22,44728,750,7294,0.83,Female,29,1
61,47675,641,21225,0.92,Female,4,0
39,45066,686,14212,0.17,Female,26,0
57,64117,613,20903,0.62,Male,16,0
38,47663,685,23234,0.94,Male,2,0
36,62476,721,27616,0.68,Female,7,0
24,95648,685,12113,0.84,Female,10,0
32,57212,651,12406,0.31,Male,4,0
49,42599,667,16206,0.19,Male,16,0
27,38199,655,31713,0.44,Female,3,0
34,64951,669,17092,0.46,Female,23,0
32,90043,647,24279,0.81,Female,28,0
55,46476,688,19553,0.47,Female,7,1
25,27675,620,16837,0.31,Male,1,0
37,85611,540,21075,0.9,Female,15,1
62,97743,733,26334,0.8,Male,8,0
52,71350,677,25390,0.7,Female,25,0
30,66458,685,10329,0.29,Female,16,0
63,61000,642,22680,0.28,Female,9,1
37,70215,658,33044,0.54,Male,23,0
25,69522,626,22439,0.58,Female,23,0
65,64244,738,29047,0.33,Male,12,0
62,45715,654,33923,0.21,Female,21,0
29,64165,602,21311,0.43,Female,16,1
69,58523,713,19504,0.49,Male,11,0
53,47969,736,23438,0.15,Female,28,0
56,64130,670,30298,0.61,Male,8,0
56,52707,755,18727,0.1,Male,14,0
38,61016,694,10826,0.24,Male,9,0
29,66847,673,22878,0.23,Female,18,0
49,68972,675,27426,0.72,Female,29,0
34,53076,704,23196,0.54,Male,16,0
45,66755,733,23511,0.85,Female,6,0
35,70247,706,19691,0.34,Female,13,0
26,74608,693,18120,0.29,Female,12,0
62,64572,683,30166,0.82,Male,25,1
49,69080,715,5729,0.5,Male,20,0
35,53678,648,20733,0.35,Female,1,0
49,98653,604,12141,0.48,Male,15,0
24,59038,689,19738,0.48,Female,28,0
38,76817,629,22111,0.61,Female,16,0
69,52698,605,24047,0.13,Female,5,0
64,65621,760,21134,0.32,Female,0,0
59,65061,513,31124,0.52,Female,5,0
36,67917,711,20844,0.59,Female,0,0
31,47279,626,11508,0.24,Male,22,0
34,65841,639,28278,0.27,Female,22,0
23,52756,701,22692,0.75,Male,9,1
62,72291,796,12322,0.81,Male,19,0
58,46826,715,25847,0.17,Female,22,0
65,64588,629,15533,0.99,Male,28,0
62,59575,677,27482,0.49,Female,23,0
38,87823,665,9907,0.63,Male,7,1
40,76766,576,18999,0.63,Female,27,0
68,80587,682,23441,0.41,Female,27,0
45,48426,646,11466,0.59,Male,15,1
58,54249,716,24185,0.63,Female,11,1
33,59938,664,28262,0.78,Female,18,1
24,77168,757,18371,0.7,Male,29,0
34,65641,697,23143,0.5,Female,13,0
53,48762,690,13637,0.27,Male,7,0
48,49396,778,42890,0.12,Female,28,1
57,77887,695,20049,0.69,Female,18,0
28,66125,762,22649,0.53,Male,28,1
64,60786,623,17856,0.97,Female,26,0
54,59544,579,14715,0.19,Male,14,0
64,73430,691,27715,0.17,Male,4,0
25,44184,740,745,0.26,Male,16,0
25,60777,622,5408,0.44,Female,27,0
51,61674,658,22561,0.26,Male,22,0
65,41311,596,17058,0.52,Male,13,0
29,56888,678,26763,0.41,Female,14,0
62,94297,679,15856,1.0,Male,25,0
52,47474,710,6627,0.97,Female,7,0
53,61890,654,19469,0.43,Male,3,0
23,28843,666,17856,0.81,Female,6,0
50,57916,711,11340,0.32,Female,6,0
32,43884,690,26290,0.15,Female,21,0
49,54722,700,22855,0.14,Female,29,0
23,66392,722,12113,0.13,Female,4,0
46,43113,716,7736,0.76,Female,9,0
50,63615,785,22841,0.41,Male,19,0
29,48303,702,12349,0.84,Male,4,0
46,39968,702,12324,0.89,Female,22,1
22,74740,664,19127,0.37,Male,23,1
23,45578,683,20379,0.36,Female,3,1
66,53642,615,24023,0.38,Male,20,0
24,51438,649,28455,0.53,Female,10,0
45,63253,736,16290,0.11,Male,5,0
33,60484,602,24700,0.11,Male,14,0
59,57521,749,18606,0.76,Female,10,0
64,49368,664,29415,0.83,Male,24,1
55,56020,634,13214,0.28,Female,25,0
43,64407,666,24193,0.63,Female,21,0
29,61768,709,13383,0.29,Male,6,0
22,76826,684,12743,0.76,Male,23,1
61,71445,775,16348,0.48,Male,18,0
64,76596,701,3182,0.84,Female,4,0
51,80301,705,27892,0.95,Male,3,1
64,62806,706,13016,0.6,Male,0,1
67,72804,686,16313,0.91,Male,15,0
22,65035,667,12261,0.13,Male,11,0
52,79901,685,27599,0.52,Male,19,0
38,33677,691,22136,0.55,Male,17,0
33,55266,677,24406,0.47,Female,19,1
66,66151,742,21358,0.38,Male,1,0
25,68549,737,21346,0.75,Female,12,1
62,59735,620,22657,0.6,Female,11,0
64,35062,728,27593,0.17,Male,3,0
30,57336,679,10820,0.96,Female,3,0
63,72243,664,15434,0.9,Male,12,1
45,55265,715,11589,0.42,Female,26,0
54,61387,694,24799,0.32,Male,2,0
57,88748,635,23530,0.67,Female,20,0
50,57196,720,25744,0.14,Male,24,0
27,57639,675,-401,0.55,Male,16,0
26,62912,719,16538,0.71,Male,6,0
23,63563,679,957,0.47,Female,25,0
33,62019,720,35609,0.98,Male,12,1
23,65898,727,21016,0.75,Female,14,0
46,42149,739,13460,0.94,Male,13,0
44,58181,649,19021,0.92,Male,15,0
26,41574,771,19854,0.22,Female,16,0
63,60839,672,35816,0.7,Male,25,0
69,69068,620,18461,0.64,Female,15,1
62,57919,689,21484,0.15,Male,27,0
32,45797,671,15255,0.39,Female,15,0
69,53536,650,36875,0.58,Female,27,0
56,87015,682,32578,0.59,Male,0,0
22,81745,717,4351,0.83,Male,13,0
31,51866,696,26829,0.63,Female,1,0
59,51792,746,23584,0.52,Male,25,0
54,58368,673,13793,0.78,Female,21,0
46,78595,701,12053,0.61,Female,26,0
38,33735,692,3759,0.9,Male,29,0
41,51672,773,25141,0.91,Female,8,0
56,66169,629,9124,0.64,Female,18,0
60,64438,651,22478,0.61,Female,4,0
66,53585,784,11292,0.73,Male,23,0
64,56215,668,10437,0.75,Male,9,0
42,64964,601,20402,0.75,Male,5,1
50,53844,779,30004,0.66,Male,2,0
63,44048,631,13859,0.79,Female,1,0
50,57218,684,19526,0.23,Male,28,0
28,62840,733,20823,0.84,Male,18,0
54,28133,725,19369,0.38,Male,5,0
67,65883,636,22478,0.9,Male,20,0
29,74612,799,20130,0.22,Male,23,0
40,54641,706,6069,0.1,Female,9,0
60,54913,677,30437,0.11,Male,17,0
45,48923,630,23159,0.29,Male,13,0
39,57714,704,18294,0.2,Male,27,0
25,51627,755,12004,0.6,Male,1,0
31,81714,665,17078,0.5,Female,3,0
35,61869,592,26992,0.65,Male,28,1
28,27787,644,9352,0.27,Female,14,0
39,68558,663,13285,0.78,Male,24,0
43,85787,603,19316,0.65,Female,20,0
47,67636,706,7141,0.3,Male,22,0
60,77850,716,12234,0.46,Female,22,1
52,70157,644,17793,0.75,Female,5,1
46,74864,722,388,0.71,Male,27,0
47,74134,634,18075,0.61,Female,5,1
39,74306,613,9481,0.98,Female,8,1
62,64750,627,29464,0.22,Male,19,0
49,34274,638,15564,0.54,Female,17,0
59,43660,719,25907,0.66,Male,22,0
61,43935,707,23087,0.99,Female,21,0
53,22116,634,13688,0.59,Male,3,0
39,53478,646,22815,0.5,Female,0,0
57,81232,768,33601,0.93,Female,3,0
39,38454,720,20396,0.56,Female,21,0
53,70921,609,17159,0.95,Female,26,1
67,67936,746,23044,0.78,Female,2,0
36,63449,792,23873,0.25,Male,12,0
43,77738,678,17043,0.25,Male,14,0
27,59380,664,-3234,0.39,Female,28,0
46,82822,658,12871,0.16,Female,0,0
52,57007,664,9564,0.59,Female,27,1
32,65150,718,19812,0.87,Female,15,0
28,57875,648,29410,0.46,Female,1,0
25,46143,718,23900,0.68,Female,5,0
62,39801,680,16017,0.98,Female,0,1
48,68628,650,22096,0.27,Male,21,0
25,80209,697,19841,0.42,Female,16,1
69,63662,669,24164,0.12,Female,16,0
46,67709,648,24609,0.31,Male,21,0
25,36685,678,30417,0.8,Male,28,0
42,65778,679,18885,0.69,Male,0,0
35,28806,656,5617,0.81,Male,15,0
33,42066,639,9399,0.48,Female,27,0
48,80012,684,20139,0.76,Female,8,0
53,60204,690,17849,0.64,Male,1,0
63,61587,699,25777,0.4,Female,24,0
43,68307,698,28299,0.47,Female,20,0
53,71971,745,20289,0.59,Male,4,0
63,55937,625,10001,0.96,Female,25,0
38,64393,759,24495,0.94,Female,7,0
50,58957,613,22233,0.99,Female,0,0
46,37020,742,25077,0.11,Female,8,0
36,54682,705,14200,0.75,Male,13,0
33,66195,654,43846,0.91,Male,16,0
59,54225,558,6036,0.77,Female,4,0
53,54361,605,20747,0.47,Female,7,0
46,71732,648,25716,0.75,Female,16,1
68,62416,702,26613,0.5,Female,20,0
21,65278,653,20076,0.74,Male,28,1
69,35629,678,24968,0.8,Female,11,0
58,66724,658,27240,0.86,Male,18,0
22,43373,688,20863,0.76,Female,7,1
69,59632,610,21828,0.24,Female,28,0
26,44051,666,25129,0.94,Female,18,0
66,73993,706,20171,0.29,Male,11,1
58,87444,806,30671,0.42,Male,7,0
62,57786,722,27979,0.49,Female,10,0
44,57646,670,17549,0.74,Female,10,0
38,75461,648,14253,0.73,Male,14,0
47,68578,702,26186,0.97,Female,1,0
61,58930,638,20687,0.27,Female,25,0
28,65523,687,15256,0.51,Male,29,0
48,90447,695,16162,0.28,Male,2,0
30,49921,670,25185,0.71,Male,28,0
37,51211,728,16280,0.29,Female,0,1
49,71919,675,31566,0.88,Female,0,1
26,91686,657,12017,0.98,Female,3,1
34,62658,654,15991,0.39,Female,20,0
42,34356,615,12557,0.77,Female,29,0
26,65855,608,10248,0.58,Male,18,0
46,52125,709,13630,0.42,Male,17,0
59,67142,753,15931,0.27,Female,0,0
32,39610,787,16641,0.75,Female,18,1
55,37863,735,2681,0.24,Female,0,0
34,55546,706,10452,0.35,Female,25,1
42,84783,695,21439,0.93,Male,9,0
43,39425,745,14380,0.56,Female,21,0
68,55194,661,28330,0.87,Female,12,1
27,38042,770,18067,0.79,Male,26,0
60,64348,678,24739,0.44,Female,18,0
45,63322,692,17023,0.3,Female,27,1
33,38641,681,27323,0.19,Female,19,0
41,79315,736,1330,0.96,Female,7,0
61,31166,679,20853,0.39,Male,25,0
30,83646,700,32243,0.71,Female,4,0
29,80617,619,8342,0.76,Female,10,0
35,64586,670,26018,0.28,Female,20,0
22,73441,732,23134,0.72,Female,7,0
45,57328,637,8580,0.11,Male,25,0
33,36894,678,22784,0.48,Male,25,0
54,63547,678,22727,0.42,Female,27,0
54,36436,650,19270,0.94,Female,13,0
55,59836,730,29131,0.99,Male,11,0
58,41447,704,28024,0.36,Female,10,1
23,74631,725,26519,0.65,Male,12,0
62,65702,732,31214,0.77,Female,9,0
26,70174,681,13505,0.27,Male,19,0
68,65104,758,15814,0.72,Female,28,0
69,88212,619,14728,0.33,Female,7,0
39,75335,672,15911,0.25,Female,9,0
23,85554,687,16064,0.87,Male,20,0
38,46499,593,18913,0.55,Female,5,0
59,51861,750,16917,0.37,Female,0,0
29,23650,636,11299,0.46,Male,8,0
32,54114,683,26350,0.47,Female,3,1
25,59466,717,12994,0.79,Male,0,0
23,66514,795,32595,0.9,Female,22,0
31,52035,596,26454,0.53,Female,9,1
50,71046,709,10574,0.39,Male,19,1
24,69995,666,19840,0.75,Female,20,0
25,52896,712,8673,0.91,Male,26,0
21,45623,726,30193,0.2,Male,6,0
47,60988,700,20040,0.82,Male,22,0
48,61489,683,19733,0.6,Male,24,0
49,50883,627,21767,0.88,Male,24,1
38,56111,630,18620,0.56,Male,6,0
32,38732,720,14728,0.88,Female,27,0
33,70178,637,19230,0.6,Female,25,0
61,70420,701,30034,0.23,Male,24,1
22,60734,745,15547,0.1,Male,4,0
57,71482,615,31151,0.66,Male,1,1
65,61967,745,16223,0.63,Female,8,1
36,84243,743,21437,0.29,Female,5,0
68,40553,697,35688,0.87,Male,21,0
44,63026,649,24516,0.88,Male,8,0
55,73550,706,22831,0.82,Male,14,0
42,82381,671,25228,0.94,Male,12,0
56,71888,644,27990,0.56,Female,14,0
31,44430,686,13305,0.73,Male,0,1
66,35174,636,23986,0.91,Female,14,0
49,57451,620,22063,0.51,Female,17,1
55,65425,652,2668,0.66,Male,10,1
68,74171,593,21982,0.56,Male,2,1
35,43567,739,12078,0.98,Male,0,0
51,69161,705,20900,0.49,Male,3,0
62,19835,636,27874,0.39,Female,1,1
61,48907,654,12527,0.67,Female,15,0
63,72904,717,19049,0.35,Female,18,0
36,42131,743,16593,0.87,Male,15,1
30,43446,685,29128,0.9,Female,11,0
69,52118,667,15601,0.41,Male,7,1
52,62654,598,21737,0.42,Male,26,0
22,43271,663,25050,0.18,Male,3,0
44,59515,623,26077,0.33,Female,15,0
43,53517,621,12248,0.16,Male,8,0
22,77368,741,17964,0.78,Male,21,0
58,52743,674,32811,0.26,Male,14,0
51,60425,687,19875,0.17,Female,11,0
60,62495,700,28243,0.25,Female,16,0
46,53703,671,36463,0.44,Male,21,0
49,71545,683,19459,0.48,Female,22,0
23,74664,680,26649,0.91,Female,27,0
34,52665,658,27629,0.35,Female,14,0
45,64396,693,9131,0.75,Male,3,1
68,46087,675,23215,0.91,Female,7,1
21,68457,684,32026,0.87,Male,27,0
23,63492,680,7376,0.28,Female,25,0
46,54540,777,19088,0.35,Female,2,0
38,64948,729,20916,0.15,Female,6,0
29,68892,718,19204,0.53,Male,6,0
58,78455,703,18392,0.46,Male,14,1
43,65962,701,11113,0.59,Female,19,0
41,73326,665,23083,0.51,Male,16,0
21,88572,736,14035,0.76,Female,27,1
41,44490,696,14236,0.7,Female,9,1
47,77569,709,4902,0.49,Female,15,0
62,46812,665,8606,0.13,Female,15,0
26,49298,636,31823,0.41,Male,25,0
64,59823,736,20620,0.39,Male,21,0
56,50309,686,25916,0.18,Male,14,0
48,47801,656,12900,0.37,Male,25,0
65,59093,697,4445,0.99,Female,27,0
37,55001,674,14745,0.84,Male,27,0
60,50020,757,4684,0.82,Male,11,0
23,45710,662,14396,0.86,Male,6,0
32,81377,702,29204,0.88,Male,2,0
59,41996,734,19210,0.39,Female,27,0
32,57484,712,31591,0.39,Male,20,0
22,76768,707,24561,0.4,Male,23,0
66,72143,654,28530,0.84,Female,22,0
42,63505,685,18053,0.82,Female,1,1
43,50645,703,8865,0.12,Female,3,0
50,59718,688,11873,0.95,Female,22,1
25,43138,754,29802,0.36,Male,29,0
29,55722,671,21429,0.66,Female,26,1
41,55495,681,9003,0.68,Female,24,0
31,56944,809,25195,0.2,Female,22,1
25,48179,721,7534,0.73,Male,7,1
55,34561,631,23686,0.58,Male,9,1
47,78777,704,17930,0.65,Male,11,0
69,75446,719,25514,0.5,Male,11,0
22,73119,639,17887,0.82,Male,8,1
44,65676,664,25801,0.67,Female,10,0
51,62555,620,7752,0.27,Male,12,1
53,49594,694,22673,0.78,Male,0,1
59,51197,598,16448,0.55,Male,2,1
50,81830,640,22988,0.13,Female,21,0
66,85243,610,17539,0.46,Female,23,0
57,57228,696,12844,0.46,Female,10,0
48,60056,663,19160,0.82,Female,29,1
51,70984,699,29900,0.31,Male,14,0
31,61401,588,15169,0.51,Female,6,0
43,62535,640,21598,0.15,Female,27,0
22,59103,719,14612,0.89,Female,15,0
60,45932,622,4284,0.5,Male,5,0
61,54404,731,20600,0.87,Male,19,0
47,57995,672,51131,0.71,Male,23,0
55,22198,638,9303,0.39,Female,9,0
22,61312,641,27668,0.74,Male,3,0
59,94838,690,1030,0.52,Male,5,0
57,53559,789,19558,0.41,Female,29,1
41,60496,815,8858,0.7,Male,11,0
25,47392,613,23460,0.8,Male,2,0
65,43591,713,15581,0.72,Female,27,1
41,55348,763,15292,0.52,Male,11,0
49,69446,617,10938,0.33,Male,22,0
40,56493,648,2804,0.83,Male,15,0
58,54388,694,17646,0.41,Male,11,0
40,67433,682,14315,0.65,Female,14,0
45,63001,610,16665,0.2,Female,21,0
22,64189,717,17262,0.77,Male,22,0
52,77854,701,13276,0.96,Male,20,0
46,75969,727,20950,0.5,Female,20,0
26,82436,706,18254,0.59,Male,17,0
61,41807,706,26604,0.91,Male,15,1
23,72858,681,39034,0.82,Female,5,0
53,84687,740,21825,0.97,Male,16,0
21,35510,613,28855,0.34,Male,22,0
25,59698,625,21003,0.52,Male,2,0
33,51850,734,23723,0.51,Female,17,0
39,59634,665,17392,0.53,Male,10,0
32,77204,634,19179,0.92,Female,22,0
68,39063,722,13638,0.28,Male,24,0
45,63674,713,31341,0.91,Male,16,0
55,51530,580,27743,0.61,Female,5,0
32,77664,714,22041,0.58,Male,23,1
50,66314,648,11797,0.47,Female,17,0
25,57633,704,18588,0.59,Female,4,1
54,49228,676,27739,0.82,Female,15,0
42,99868,710,39567,0.54,Male,28,1
59,64198,679,20617,0.8,Female,28,1
33,38700,617,29803,0.47,Male,27,0
67,47838,599,21387,0.26,Female,19,0
23,66189,612,30206,0.47,Female,9,0
40,49049,624,3275,0.75,Female,27,0
51,50894,701,13112,0.87,Male,15,0
25,74788,728,22506,0.79,Male,2,0
44,73461,664,10265,0.44,Female,9,0
60,51431,635,23395,0.62,Female,23,0
53,77562,681,20315,0.42,Female,17,0
28,49340,581,7155,0.73,Male,15,0
44,85403,710,5663,0.49,Male,16,0
40,68063,676,22663,0.79,Male,16,0
36,64352,683,10823,0.11,Male,9,0
32,54227,653,16342,0.41,Male,4,0
33,50870,648,25047,0.89,Male,24,0
65,25102,597,19344,0.39,Female,3,0
62,55587,723,16616,0.46,Female,14,1
59,59842,616,7865,0.81,Female,15,0
45,32608,643,31998,0.19,Female,22,0
66,72350,632,26442,0.38,Male,17,0
52,57594,721,14845,0.8,Female,18,1
44,78220,650,12775,0.96,Male,9,0
68,49745,728,15504,0.8,Female,10,0
67,78546,709,12166,0.26,Female,8,0
64,53264,632,17626,0.85,Female,4,0
29,59245,674,28929,0.53,Female,5,0
60,63234,595,28092,0.8,Female,2,1
43,59375,699,28066,0.32,Female,12,0
33,64565,647,9619,0.41,Female,5,0
52,31131,627,11714,0.91,Male,10,0
35,57909,666,27699,0.92,Female,28,0
56,58793,656,23606,0.36,Female,15,1
69,30202,694,16523,0.18,Female,10,0
25,69637,774,25692,0.94,Female,9,0
42,46329,746,24038,0.37,Female,15,0
36,74134,620,7738,0.21,Male,23,0
61,61289,756,1936,0.41,Female,13,0
30,51385,682,19896,0.35,Male,15,0
44,75070,552,2724,0.17,Male,25,1
38,84928,668,28764,0.99,Male,16,1
69,60577,602,24084,0.36,Male,25,0
38,80623,658,17056,0.35,Female,23,0
27,57358,775,10140,0.48,Female,7,0
24,74434,614,12506,0.47,Female,22,0
46,54487,613,-4218,0.49,Male,3,0
25,87388,675,31154,0.92,Female,16,0
36,76159,639,21551,0.15,Female,9,0
55,67055,667,18557,0.95,Female,1,0
46,21991,685,34680,0.7,Female,11,0
38,66732,605,12414,0.73,Female,28,0
49,41476,691,18385,0.24,Male,25,0
43,65298,641,14437,0.4,Male,18,0
34,79162,733,36646,0.15,Male,20,0
35,70334,636,17686,0.69,Female,18,1
69,72880,644,21480,0.41,Female,29,0
53,54404,633,32966,0.6,Male,28,0
45,37130,659,28674,0.78,Female,7,0
41,48428,607,6997,0.6,Female,5,0
37,55053,706,17480,0.16,Female,18,0
43,59789,653,19438,0.16,Female,17,1
63,79036,720,21283,0.88,Female,13,1
37,70958,682,22520,0.34,Male,2,0
34,93295,765,12751,0.43,Male,17,0
49,44980,667,32224,0.3,Female,27,0
40,77459,662,23566,0.73,Female,18,0
50,73130,709,25203,0.45,Female,24,1
39,58251,576,30982,0.51,Male,14,0
59,45585,656,22213,0.71,Male,15,0
33,50767,675,18328,0.66,Male,16,1
38,50046,716,17096,0.8,Male,2,0
43,85660,726,18199,0.77,Female,22,1
66,72423,735,18708,0.5,Male,17,0
53,72984,665,4705,0.27,Male,12,0
59,61315,643,15031,0.3,Female,11,0
60,56568,682,11253,0.74,Male,18,1
38,65060,666,3769,0.34,Female,21,0
29,61536,596,21255,0.5,Male,27,0
53,58559,688,23547,0.2,Female,1,0
52,65500,634,13109,0.21,Male,0,1
37,44011,668,17758,0.32,Female,9,0
39,64005,665,24525,0.18,Female,17,0
47,58338,787,17587,0.35,Female,26,0
26,49280,724,18908,0.61,Male,11,0
55,69609,712,18042,0.77,Male,12,0
57,86927,728,24813,0.13,Female,3,0
54,79171,662,19865,0.64,Male,20,0
40,55760,617,17397,0.43,Male,0,0
45,69965,571,16201,0.3,Female,3,0
24,72650,707,13299,0.13,Male,20,0
30,61787,707,24776,0.39,Female,19,0
30,59640,642,24528,0.81,Female,17,0
44,65156,648,19951,0.58,Male,16,0
41,97688,639,27503,0.8,Female,19,1
31,63859,640,20086,0.47,Male,13,0
47,40988,654,22596,0.86,Female,1,1
36,44305,696,15443,0.24,Female,13,0
46,57432,733,29592,0.84,Female,9,0
50,41296,678,21296,0.53,Male,24,0
69,58012,743,23092,0.77,Male,19,1
36,93378,798,20534,0.32,Female,29,0
27,52328,699,20674,0.54,Female,2,0
36,43690,676,22088,0.76,Male,14,1
55,56886,563,3571,0.54,Female,6,1
36,58440,710,23391,0.51,Female,26,0
60,45167,683,14306,0.83,Male,29,1
32,41424,684,18148,0.25,Female,14,0
55,80343,668,14752,0.53,Female,18,0
69,67511,658,26646,0.84,Male,25,0
41,52758,630,13662,0.86,Male,11,0
63,42668,720,17643,0.21,Female,23,0
56,52238,544,14805,0.87,Male,20,1
68,41609,702,14064,0.11,Female,3,0
